,Office,RaceDate,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,PopularRaceNotes,ElectoralRaceNotes,year
14,President,19841106,Indiana,12,0,0,"2,233,069","1,377,230","Reagan, Ronald  ",Incumbent,"841,481","Mondale, Walter F. ",Challenger,,,,,"14,358",,"535,749",R,61.67,37.68,0.0,0.64,62.07,37.93,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
15,President,19841106,Iowa,8,0,0,"1,319,805","703,088","Reagan, Ronald  ",Incumbent,"605,620","Mondale, Walter F. ",Challenger,,,,,"11,097",,"97,468",R,53.27,45.89,0.0,0.84,53.72,46.28,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
16,President,19841106,Kansas,7,0,0,"1,021,991","677,296","Reagan, Ronald  ",Incumbent,"333,149","Mondale, Walter F. ",Challenger,,,,,"11,546",,"344,147",R,66.27,32.6,0.0,1.13,67.03,32.97,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
17,President,19841106,Kentucky,9,0,0,"1,369,345","821,702","Reagan, Ronald  ",Incumbent,"539,539","Mondale, Walter F. ",Challenger,,,,,"8,104",,"282,163",R,60.01,39.4,0.0,0.59,60.36,39.64,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
18,President,19841106,Louisiana,10,0,0,"1,706,822","1,037,299","Reagan, Ronald  ",Incumbent,"651,586","Mondale, Walter F. ",Challenger,,,,,"17,937",,"385,713",R,60.77,38.18,0.0,1.05,61.42,38.58,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
19,President,19841106,Maine,4,0,0,"553,144","336,500","Reagan, Ronald  ",Incumbent,"214,515","Mondale, Walter F. ",Challenger,,,,,"2,129",,"121,985",R,60.83,38.78,0.0,0.38,61.07,38.93,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
20,President,19841106,Maryland,10,0,0,"1,675,873","879,918","Reagan, Ronald  ",Incumbent,"787,935","Mondale, Walter F. ",Challenger,,,,,"8,020",,"91,983",R,52.51,47.02,0.0,0.48,52.76,47.24,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
21,President,19841106,Massachusetts,13,0,0,"2,559,453","1,310,936","Reagan, Ronald  ",Incumbent,"1,239,606","Mondale, Walter F. ",Challenger,,,,,"8,911",,"71,330",R,51.22,48.43,0.0,0.35,51.4,48.6,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
22,President,19841106,Michigan,20,0,0,"3,801,658","2,251,571","Reagan, Ronald  ",Incumbent,"1,529,638","Mondale, Walter F. ",Challenger,,,,,"20,449",,"721,933",R,59.23,40.24,0.0,0.54,59.55,40.45,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
23,President,19841106,Minnesota,0,10,0,"2,084,449","1,032,603","Reagan, Ronald  ",Incumbent,"1,036,364","Mondale, Walter F. ",Challenger,,,,,"15,482",,"3,761",D,49.54,49.72,0.0,0.74,49.91,50.09,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
24,President,19841106,Mississippi,7,0,0,"941,104","582,377","Reagan, Ronald  ",Incumbent,"352,192","Mondale, Walter F. ",Challenger,,,,,"6,535",,"230,185",R,61.88,37.42,0.0,0.69,62.32,37.68,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
25,President,19841106,Missouri,11,0,0,"2,122,783","1,274,188","Reagan, Ronald  ",Incumbent,"848,583","Mondale, Walter F. ",Challenger,,,,,12,,"425,605",R,60.02,39.98,0.0,0.0,60.02,39.98,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
26,President,19841106,Montana,4,0,0,"384,377","232,450","Reagan, Ronald  ",Incumbent,"146,742","Mondale, Walter F. ",Challenger,,,,,"5,185",,"85,708",R,60.47,38.18,0.0,1.35,61.3,38.7,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
27,President,19841106,Nebraska,5,0,0,"652,090","460,054","Reagan, Ronald  ",Incumbent,"187,866","Mondale, Walter F. ",Challenger,,,,,"4,170",,"272,188",R,70.55,28.81,0.0,0.64,71.0,29.0,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
28,President,19841106,Nevada,4,0,0,"286,667","188,770","Reagan, Ronald  ",Incumbent,"91,655","Mondale, Walter F. ",Challenger,,,,,"6,242",,"97,115",R,65.85,31.97,0.0,2.18,67.32,32.68,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
29,President,19841106,New Hampshire,4,0,0,"389,066","267,051","Reagan, Ronald  ",Incumbent,"120,395","Mondale, Walter F. ",Challenger,,,,,"1,620",,"146,656",R,68.64,30.94,0.0,0.42,68.93,31.07,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
30,President,19841106,New Jersey,16,0,0,"3,217,862","1,933,630","Reagan, Ronald  ",Incumbent,"1,261,323","Mondale, Walter F. ",Challenger,,,,,"22,909",,"672,307",R,60.09,39.2,0.0,0.71,60.52,39.48,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
31,President,19841106,New Mexico,5,0,0,"514,370","307,101","Reagan, Ronald  ",Incumbent,"201,769","Mondale, Walter F. ",Challenger,,,,,"5,500",,"105,332",R,59.7,39.23,0.0,1.07,60.35,39.65,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
32,President,19841106,New York,36,0,0,"6,806,810","3,664,763","Reagan, Ronald  ",Incumbent,"3,119,609","Mondale, Walter F. ",Challenger,,,,,"22,438",,"545,154",R,53.84,45.83,0.0,0.33,54.02,45.98,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
33,President,19841106,North Carolina,13,0,0,"2,175,361","1,346,481","Reagan, Ronald  ",Incumbent,"824,287","Mondale, Walter F. ",Challenger,,,,,"4,593",,"522,194",R,61.9,37.89,0.0,0.21,62.03,37.97,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
34,President,19841106,North Dakota,3,0,0,"308,971","200,336","Reagan, Ronald  ",Incumbent,"104,429","Mondale, Walter F. ",Challenger,,,,,"4,206",,"95,907",R,64.84,33.8,0.0,1.36,65.73,34.27,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
35,President,19841106,Ohio,23,0,0,"4,547,619","2,678,560","Reagan, Ronald  ",Incumbent,"1,825,440","Mondale, Walter F. ",Challenger,,,,,"43,619",,"853,120",R,58.9,40.14,0.0,0.96,59.47,40.53,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
36,President,19841106,Oklahoma,8,0,0,"1,255,676","861,530","Reagan, Ronald  ",Incumbent,"385,080","Mondale, Walter F. ",Challenger,,,,,"9,066",,"476,450",R,68.61,30.67,0.0,0.72,69.11,30.89,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
37,President,19841106,Oregon,7,0,0,"1,226,527","685,700","Reagan, Ronald  ",Incumbent,"536,479","Mondale, Walter F. ",Challenger,,,,,"4,348",,"149,221",R,55.91,43.74,0.0,0.35,56.1,43.9,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
38,President,19841106,Pennsylvania,25,0,0,"4,844,903","2,584,323","Reagan, Ronald  ",Incumbent,"2,228,131","Mondale, Walter F. ",Challenger,,,,,"32,449",,"356,192",R,53.34,45.99,0.0,0.67,53.7,46.3,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
39,President,19841106,Rhode Island,4,0,0,"410,492","212,080","Reagan, Ronald  ",Incumbent,"197,106","Mondale, Walter F. ",Challenger,,,,,"1,306",,"14,974",R,51.66,48.02,0.0,0.32,51.83,48.17,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
40,President,19841106,South Carolina,8,0,0,"968,529","615,539","Reagan, Ronald  ",Incumbent,"344,459","Mondale, Walter F. ",Challenger,,,,,"8,531",,"271,080",R,63.55,35.57,0.0,0.88,64.12,35.88,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
41,President,19841106,South Dakota,3,0,0,"317,867","200,267","Reagan, Ronald  ",Incumbent,"116,113","Mondale, Walter F. ",Challenger,,,,,"1,487",,"84,154",R,63.0,36.53,0.0,0.47,63.3,36.7,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
42,President,19841106,Tennessee,11,0,0,"1,711,994","990,212","Reagan, Ronald  ",Incumbent,"711,714","Mondale, Walter F. ",Challenger,,,,,"10,068",,"278,498",R,57.84,41.57,0.0,0.59,58.18,41.82,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
43,President,19841106,Texas,29,0,0,"5,397,571","3,433,428","Reagan, Ronald  ",Incumbent,"1,949,276","Mondale, Walter F. ",Challenger,,,,,"14,867",,"1,484,152",R,63.61,36.11,0.0,0.28,63.79,36.21,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
44,President,19841106,Utah,5,0,0,"629,656","469,105","Reagan, Ronald  ",Incumbent,"155,369","Mondale, Walter F. ",Challenger,,,,,"5,182",,"313,736",R,74.5,24.68,0.0,0.82,75.12,24.88,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
45,President,19841106,Vermont,3,0,0,"234,561","135,865","Reagan, Ronald  ",Incumbent,"95,730","Mondale, Walter F. ",Challenger,,,,,"2,966",,"40,135",R,57.92,40.81,0.0,1.26,58.66,41.34,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
46,President,19841106,Virginia,12,0,0,"2,146,635","1,337,078","Reagan, Ronald  ",Incumbent,"796,250","Mondale, Walter F. ",Challenger,,,,,"13,307",,"540,828",R,62.29,37.09,0.0,0.62,62.68,37.32,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
47,President,19841106,Washington,10,0,0,"1,883,910","1,051,670","Reagan, Ronald  ",Incumbent,"807,352","Mondale, Walter F. ",Challenger,,,,,"24,888",,"244,318",R,55.82,42.86,0.0,1.32,56.57,43.43,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
48,President,19841106,West Virginia,6,0,0,"735,742","405,483","Reagan, Ronald  ",Incumbent,"328,125","Mondale, Walter F. ",Challenger,,,,,"2,134",,"77,358",R,55.11,44.6,0.0,0.29,55.27,44.73,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
49,President,19841106,Wisconsin,11,0,0,"2,211,689","1,198,584","Reagan, Ronald  ",Incumbent,"995,740","Mondale, Walter F. ",Challenger,,,,,"17,365",,"202,844",R,54.19,45.02,0.0,0.79,54.62,45.38,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
50,President,19841106,Wyoming,3,0,0,"188,968","133,241","Reagan, Ronald  ",Incumbent,"53,370","Mondale, Walter F. ",Challenger,,,,,"2,357",,"79,871",R,70.51,28.24,0.0,1.25,71.4,28.6,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",,1984
0,President,19881108,Alabama,9,0,0,"1,378,476","815,576","Bush, George H. ",Challenger,"549,506","Dukakis, Michael S. ",Challenger,,,,,"13,394",,"266,070",R,59.17,39.86,0.0,0.97,59.75,40.25,,,1988
1,President,19881108,Alaska,3,0,0,"200,116","119,251","Bush, George H. ",Challenger,"72,584","Dukakis, Michael S. ",Challenger,,,,,"8,281",,"46,667",R,59.59,36.27,0.0,4.14,62.16,37.84,,,1988
2,President,19881108,Arizona,7,0,0,"1,171,873","702,541","Bush, George H. ",Challenger,"454,029","Dukakis, Michael S. ",Challenger,,,,,"15,303",,"248,512",R,59.95,38.74,0.0,1.31,60.74,39.26,,,1988
3,President,19881108,Arkansas,6,0,0,"827,738","466,578","Bush, George H. ",Challenger,"349,237","Dukakis, Michael S. ",Challenger,,,,,"11,923",,"117,341",R,56.37,42.19,0.0,1.44,57.19,42.81,,,1988
4,President,19881108,California,47,0,0,"9,887,065","5,054,917","Bush, George H. ",Challenger,"4,702,233","Dukakis, Michael S. ",Challenger,,,,,"129,915",,"352,684",R,51.13,47.56,0.0,1.31,51.81,48.19,,,1988
5,President,19881108,Colorado,8,0,0,"1,372,394","728,177","Bush, George H. ",Challenger,"621,453","Dukakis, Michael S. ",Challenger,,,,,"22,764",,"106,724",R,53.06,45.28,0.0,1.66,53.95,46.05,,,1988
6,President,19881108,Connecticut,8,0,0,"1,443,394","750,241","Bush, George H. ",Challenger,"676,584","Dukakis, Michael S. ",Challenger,,,,,"16,569",,"73,657",R,51.98,46.87,0.0,1.15,52.58,47.42,,,1988
7,President,19881108,Delaware,3,0,0,"249,891","139,639","Bush, George H. ",Challenger,"108,647","Dukakis, Michael S. ",Challenger,,,,,"1,605",,"30,992",R,55.88,43.48,0.0,0.64,56.24,43.76,,,1988
8,President,19881108,District of Columbia,0,3,0,"192,877","27,590","Bush, George H. ",Challenger,"159,407","Dukakis, Michael S. ",Challenger,,,,,"5,880",,"131,817",D,14.3,82.65,0.0,3.05,14.75,85.25,,,1988
9,President,19881108,Florida,21,0,0,"4,302,313","2,618,885","Bush, George H. ",Challenger,"1,656,701","Dukakis, Michael S. ",Challenger,,,,,"26,727",,"962,184",R,60.87,38.51,0.0,0.62,61.25,38.75,,,1988
10,President,19881108,Georgia,12,0,0,"1,812,672","1,081,331","Bush, George H. ",Challenger,"717,792","Dukakis, Michael S. ",Challenger,,,,,"13,549",,"363,539",R,59.65,39.6,0.0,0.75,60.1,39.9,,,1988
11,President,19881108,Hawaii,0,4,0,"354,461","158,625","Bush, George H. ",Challenger,"192,364","Dukakis, Michael S. ",Challenger,,,,,"3,472",,"33,739",D,44.75,54.27,0.0,0.98,45.19,54.81,,,1988
12,President,19881108,Idaho,4,0,0,"408,968","253,881","Bush, George H. ",Challenger,"147,272","Dukakis, Michael S. ",Challenger,,,,,"7,815",,"106,609",R,62.08,36.01,0.0,1.91,63.29,36.71,,,1988
13,President,19881108,Illinois,24,0,0,"4,559,120","2,310,939","Bush, George H. ",Challenger,"2,215,940","Dukakis, Michael S. ",Challenger,,,,,"32,241",,"94,999",R,50.69,48.6,0.0,0.71,51.05,48.95,,,1988
14,President,19881108,Indiana,12,0,0,"2,168,621","1,297,763","Bush, George H. ",Challenger,"860,643","Dukakis, Michael S. ",Challenger,,,,,"10,215",,"437,120",R,59.84,39.69,0.0,0.47,60.13,39.87,,,1988
15,President,19881108,Iowa,0,8,0,"1,225,614","545,355","Bush, George H. ",Challenger,"670,557","Dukakis, Michael S. ",Challenger,,,,,"9,702",,"125,202",D,44.5,54.71,0.0,0.79,44.85,55.15,,,1988
16,President,19881108,Kansas,7,0,0,"993,044","554,049","Bush, George H. ",Challenger,"422,636","Dukakis, Michael S. ",Challenger,,,,,"16,359",,"131,413",R,55.79,42.56,0.0,1.65,56.73,43.27,,,1988
17,President,19881108,Kentucky,9,0,0,"1,322,517","734,281","Bush, George H. ",Challenger,"580,368","Dukakis, Michael S. ",Challenger,,,,,"7,868",,"153,913",R,55.52,43.88,0.0,0.59,55.85,44.15,,,1988
18,President,19881108,Louisiana,10,0,0,"1,628,202","883,702","Bush, George H. ",Challenger,"717,460","Dukakis, Michael S. ",Challenger,,,,,"27,040",,"166,242",R,54.27,44.06,0.0,1.66,55.19,44.81,,,1988
19,President,19881108,Maine,4,0,0,"555,035","307,131","Bush, George H. ",Challenger,"243,569","Dukakis, Michael S. ",Challenger,,,,,"4,335",,"63,562",R,55.34,43.88,0.0,0.78,55.77,44.23,,,1988
20,President,19881108,Maryland,10,0,0,"1,714,358","876,167","Bush, George H. ",Challenger,"826,304","Dukakis, Michael S. ",Challenger,,,,,"11,887",,"49,863",R,51.11,48.2,0.0,0.69,51.46,48.54,,,1988
21,President,19881108,Massachusetts,0,13,0,"2,632,805","1,194,635","Bush, George H. ",Challenger,"1,401,415","Dukakis, Michael S. ",Challenger,,,,,"36,755",,"206,780",D,45.37,53.23,0.0,1.4,46.02,53.98,,,1988
22,President,19881108,Michigan,20,0,0,"3,669,163","1,965,486","Bush, George H. ",Challenger,"1,675,783","Dukakis, Michael S. ",Challenger,,,,,"27,894",,"289,703",R,53.57,45.67,0.0,0.76,53.98,46.02,,,1988
23,President,19881108,Minnesota,0,10,0,"2,096,790","962,337","Bush, George H. ",Challenger,"1,109,471","Dukakis, Michael S. ",Challenger,,,,,"24,982",,"147,134",D,45.9,52.91,0.0,1.19,46.45,53.55,,,1988
24,President,19881108,Mississippi,7,0,0,"931,527","557,890","Bush, George H. ",Challenger,"363,921","Dukakis, Michael S. ",Challenger,,,,,"9,716",,"193,969",R,59.89,39.07,0.0,1.04,60.52,39.48,,,1988
25,President,19881108,Missouri,11,0,0,"2,093,713","1,084,953","Bush, George H. ",Challenger,"1,001,619","Dukakis, Michael S. ",Challenger,,,,,"7,141",,"83,334",R,51.82,47.84,0.0,0.34,52.0,48.0,,,1988
26,President,19881108,Montana,4,0,0,"365,674","190,412","Bush, George H. ",Challenger,"168,936","Dukakis, Michael S. ",Challenger,,,,,"6,326",,"21,476",R,52.07,46.2,0.0,1.73,52.99,47.01,,,1988
27,President,19881108,Nebraska,5,0,0,"661,465","397,956","Bush, George H. ",Challenger,"259,235","Dukakis, Michael S. ",Challenger,,,,,"4,274",,"138,721",R,60.16,39.19,0.0,0.65,60.55,39.45,,,1988
28,President,19881108,Nevada,4,0,0,"350,067","206,040","Bush, George H. ",Challenger,"132,738","Dukakis, Michael S. ",Challenger,,,,,"11,289",,"73,302",R,58.86,37.92,0.0,3.22,60.82,39.18,,,1988
29,President,19881108,New Hampshire,4,0,0,"451,074","281,537","Bush, George H. ",Challenger,"163,696","Dukakis, Michael S. ",Challenger,,,,,"5,841",,"117,841",R,62.41,36.29,0.0,1.29,63.23,36.77,,,1988
30,President,19881108,New Jersey,16,0,0,"3,099,553","1,743,192","Bush, George H. ",Challenger,"1,320,352","Dukakis, Michael S. ",Challenger,,,,,"36,009",,"422,840",R,56.24,42.6,0.0,1.16,56.9,43.1,,,1988
31,President,19881108,New Mexico,5,0,0,"521,287","270,341","Bush, George H. ",Challenger,"244,497","Dukakis, Michael S. ",Challenger,,,,,"6,449",,"25,844",R,51.86,46.9,0.0,1.24,52.51,47.49,,,1988
32,President,19881108,New York,0,36,0,"6,485,683","3,081,871","Bush, George H. ",Challenger,"3,347,882","Dukakis, Michael S. ",Challenger,,,,,"55,930",,"266,011",D,47.52,51.62,0.0,0.86,47.93,52.07,,,1988
33,President,19881108,North Carolina,13,0,0,"2,134,370","1,237,258","Bush, George H. ",Challenger,"890,167","Dukakis, Michael S. ",Challenger,,,,,"6,945",,"347,091",R,57.97,41.71,0.0,0.33,58.16,41.84,,,1988
34,President,19881108,North Dakota,3,0,0,"297,261","166,559","Bush, George H. ",Challenger,"127,739","Dukakis, Michael S. ",Challenger,,,,,"2,963",,"38,820",R,56.03,42.97,0.0,1.0,56.6,43.4,,,1988
35,President,19881108,Ohio,23,0,0,"4,393,699","2,416,549","Bush, George H. ",Challenger,"1,939,629","Dukakis, Michael S. ",Challenger,,,,,"37,521",,"476,920",R,55.0,44.15,0.0,0.85,55.47,44.53,,,1988
36,President,19881108,Oklahoma,8,0,0,"1,171,036","678,367","Bush, George H. ",Challenger,"483,423","Dukakis, Michael S. ",Challenger,,,,,"9,246",,"194,944",R,57.93,41.28,0.0,0.79,58.39,41.61,,,1988
37,President,19881108,Oregon,0,7,0,"1,201,694","560,126","Bush, George H. ",Challenger,"616,206","Dukakis, Michael S. ",Challenger,,,,,"25,362",,"56,080",D,46.61,51.28,0.0,2.11,47.62,52.38,,,1988
38,President,19881108,Pennsylvania,25,0,0,"4,536,251","2,300,087","Bush, George H. ",Challenger,"2,194,944","Dukakis, Michael S. ",Challenger,,,,,"41,220",,"105,143",R,50.7,48.39,0.0,0.91,51.17,48.83,,,1988
39,President,19881108,Rhode Island,0,4,0,"404,620","177,761","Bush, George H. ",Challenger,"225,123","Dukakis, Michael S. ",Challenger,,,,,"1,736",,"47,362",D,43.93,55.64,0.0,0.43,44.12,55.88,,,1988
40,President,19881108,South Carolina,8,0,0,"986,009","606,443","Bush, George H. ",Challenger,"370,554","Dukakis, Michael S. ",Challenger,,,,,"9,012",,"235,889",R,61.5,37.58,0.0,0.91,62.07,37.93,,,1988
41,President,19881108,South Dakota,3,0,0,"312,991","165,415","Bush, George H. ",Challenger,"145,560","Dukakis, Michael S. ",Challenger,,,,,"2,016",,"19,855",R,52.85,46.51,0.0,0.64,53.19,46.81,,,1988
42,President,19881108,Tennessee,11,0,0,"1,636,250","947,233","Bush, George H. ",Challenger,"679,794","Dukakis, Michael S. ",Challenger,,,,,"9,223",,"267,439",R,57.89,41.55,0.0,0.56,58.22,41.78,,,1988
43,President,19881108,Texas,29,0,0,"5,427,410","3,036,829","Bush, George H. ",Challenger,"2,352,748","Dukakis, Michael S. ",Challenger,,,,,"37,833",,"684,081",R,55.95,43.35,0.0,0.7,56.35,43.65,,,1988
44,President,19881108,Utah,5,0,0,"647,008","428,442","Bush, George H. ",Challenger,"207,343","Dukakis, Michael S. ",Challenger,,,,,"11,223",,"221,099",R,66.22,32.05,0.0,1.73,67.39,32.61,,,1988
45,President,19881108,Vermont,3,0,0,"243,328","124,331","Bush, George H. ",Challenger,"115,776","Dukakis, Michael S. ",Challenger,,,,,"3,221",,"8,555",R,51.1,47.58,0.0,1.32,51.78,48.22,,,1988
46,President,19881108,Virginia,12,0,0,"2,191,609","1,309,162","Bush, George H. ",Challenger,"859,799","Dukakis, Michael S. ",Challenger,,,,,"22,648",,"449,363",R,59.74,39.23,0.0,1.03,60.36,39.64,,,1988
47,President,19881108,Washington,0,10,0,"1,865,253","903,835","Bush, George H. ",Challenger,"933,516","Dukakis, Michael S. ",Challenger,,,,,"27,902",,"29,681",D,48.46,50.05,0.0,1.5,49.19,50.81,,,1988
48,President,19881108,West Virginia,0,5,1,"653,311","310,065","Bush, George H. ",Challenger,"341,016","Dukakis, Michael S. ",Challenger,,,,,"2,230",,"30,951",D,47.46,52.2,0.0,0.34,47.62,52.38,,,1988
49,President,19881108,Wisconsin,0,11,0,"2,191,608","1,047,499","Bush, George H. ",Challenger,"1,126,794","Dukakis, Michael S. ",Challenger,,,,,"17,315",,"79,295",D,47.8,51.41,0.0,0.79,48.18,51.82,,,1988
50,President,19881108,Wyoming,3,0,0,"176,551","106,867","Bush, George H. ",Challenger,"67,113","Dukakis, Michael S. ",Challenger,,,,,"2,571",,"39,754",R,60.53,38.01,0.0,1.46,61.42,38.58,,,1988
0,President,19921103,Alabama,9,0,0,"1,688,060","804,283","Bush, George H. ",Incumbent,"690,080","Clinton, Bill ",Challenger,Reform,"183,109","Perot, Ross  ",Challenger,"10,588",,"114,203",R,47.65,40.88,10.85,0.63,53.82,46.18,,,1992
1,President,19921103,Alaska,3,0,0,"258,506","102,000","Bush, George H. ",Incumbent,"78,294","Clinton, Bill ",Challenger,Reform,"73,481","Perot, Ross  ",Challenger,"4,731",,"23,706",R,39.46,30.29,28.43,1.83,56.57,43.43,,,1992
2,President,19921103,Arizona,8,0,0,"1,486,975","572,086","Bush, George H. ",Incumbent,"543,050","Clinton, Bill ",Challenger,Reform,"353,741","Perot, Ross  ",Challenger,"18,098",,"29,036",R,38.47,36.52,23.79,1.22,51.3,48.7,,,1992
3,President,19921103,Arkansas,0,6,0,"950,653","337,324","Bush, George H. ",Incumbent,"505,823","Clinton, Bill ",Challenger,Reform,"99,132","Perot, Ross  ",Challenger,"8,374",,"168,499",D,35.48,53.21,10.43,0.88,40.01,59.99,,,1992
4,President,19921103,California,0,54,0,"11,131,721","3,630,574","Bush, George H. ",Incumbent,"5,121,325","Clinton, Bill ",Challenger,Reform,"2,296,006","Perot, Ross  ",Challenger,"83,816",,"1,490,751",D,32.61,46.01,20.63,0.75,41.48,58.52,,,1992
5,President,19921103,Colorado,0,8,0,"1,569,180","562,850","Bush, George H. ",Incumbent,"629,681","Clinton, Bill ",Challenger,Reform,"366,010","Perot, Ross  ",Challenger,"10,639",,"66,831",D,35.87,40.13,23.32,0.68,47.2,52.8,,,1992
6,President,19921103,Connecticut,0,8,0,"1,616,332","578,313","Bush, George H. ",Incumbent,"682,318","Clinton, Bill ",Challenger,Reform,"348,771","Perot, Ross  ",Challenger,"6,930",,"104,005",D,35.78,42.21,21.58,0.43,45.87,54.13,,,1992
7,President,19921103,Delaware,0,3,0,"289,735","102,313","Bush, George H. ",Incumbent,"126,054","Clinton, Bill ",Challenger,Reform,"59,213","Perot, Ross  ",Challenger,"2,155",,"23,741",D,35.31,43.51,20.44,0.74,44.8,55.2,,,1992
8,President,19921103,District of Columbia,0,3,0,"227,572","20,698","Bush, George H. ",Incumbent,"192,619","Clinton, Bill ",Challenger,Reform,"9,681","Perot, Ross  ",Challenger,"4,574",,"171,921",D,9.1,84.64,4.25,2.01,9.7,90.3,,,1992
9,President,19921103,Florida,25,0,0,"5,314,392","2,173,310","Bush, George H. ",Incumbent,"2,072,698","Clinton, Bill ",Challenger,Reform,"1,053,067","Perot, Ross  ",Challenger,"15,317",,"100,612",R,40.89,39.0,19.82,0.29,51.18,48.82,,,1992
10,President,19921103,Georgia,0,13,0,"2,321,125","995,252","Bush, George H. ",Incumbent,"1,008,966","Clinton, Bill ",Challenger,Reform,"309,657","Perot, Ross  ",Challenger,"7,250",,"13,714",D,42.88,43.47,13.34,0.31,49.66,50.34,,,1992
